SiteEnergyUse(kBtu),NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,BuildingType,Neighborhood,PrimaryPropertyType,BuildingAge,SteamUse,Electricity,NaturalGas
519806.0938,1.0,1,55700,0,NON-REFRIGERATED WAREHOUSE,55700.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,50,0,1,0
1794187.25,1.0,1,53250,0,OFFICE,52759.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,52,0,1,1
2179719.75,1.0,6,78672,28427,OFFICE,78672.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,29,0,1,1
325513.0,1.0,3,64660,0,NON-REFRIGERATED WAREHOUSE,64660.0,NONRESIDENTIAL,NORTHWEST,WAREHOUSE,30,0,1,1
3684188.5,1.0,2,75844,19928,OTHER,28442.0,NONRESIDENTIAL,EAST,MIXED USE PROPERTY,89,0,1,1
9357230.0,1.0,1,161678,0,DISTRIBUTION CENTER,162425.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,48,0,1,1
21795830.0,1.0,1,101101,0,DISTRIBUTION CENTER,101101.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,67,0,1,1
1061458.25,1.0,1,52613,0,DISTRIBUTION CENTER,59504.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,36,0,1,1
5094197.0,1.0,1,56608,0,OTHER,45340.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,76,0,1,1
17695420.0,1.0,1,104099,0,REFRIGERATED WAREHOUSE,100000.0,NONRESIDENTIAL,GREATER DUWAMISH,REFRIGERATED WAREHOUSE,63,0,1,1
14715262.0,1.0,1,58184,7450,SUPERMARKET/GROCERY STORE,51722.0,NONRESIDENTIAL,NORTHWEST,SUPERMARKET / GROCERY STORE,13,0,1,1
11054535.0,1.0,1,58480,0,SUPERMARKET/GROCERY STORE,44431.0,NONRESIDENTIAL,NORTH,SUPERMARKET / GROCERY STORE,36,0,1,1
9058916.0,1.0,6,336700,124800,OFFICE,217977.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,11,0,1,0
9937707.0,1.0,4,264008,159994,RETAIL STORE,98863.0,NONRESIDENTIAL,LAKE UNION,RETAIL STORE,20,0,1,1
5444253.5,1.0,2,62220,0,OFFICE,60676.0,NONRESIDENTIAL,CENTRAL,SMALL- AND MID-SIZED OFFICE,102,0,1,1
3181045.5,1.0,1,65430,0,OFFICE,60732.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,46,0,1,1
6062770.5,1.0,3,102290,42440,OFFICE,83715.0,NONRESIDENTIAL,NORTHEAST,LARGE OFFICE,10,0,1,1
12232124.0,1.0,3,80004,0,OTHER,74864.0,NONRESIDENTIAL,CENTRAL,OTHER,90,0,1,0
8024064.5,1.0,2,323916,0,NON-REFRIGERATED WAREHOUSE,263528.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,25,0,1,1
21027396.0,1.0,14,304052,0,OFFICE,218918.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,84,0,1,1
4855036.5,1.0,4,85385,31210,OFFICE,50235.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,38,0,1,0
1988334.5,1.0,2,98024,0,DISTRIBUTION CENTER,63896.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,27,0,1,1
2603931.25,1.0,1,65000,15000,OFFICE,20000.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,88,0,1,1
5135040.0,1.0,5,144573,66620,OFFICE,78521.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,26,0,1,0
7290824.5,1.0,2,302812,0,RETAIL STORE,302812.0,NONRESIDENTIAL,NORTH,RETAIL STORE,66,0,1,1
9080022.0,1.0,5,86400,0,OFFICE,78200.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,42,0,1,1
5450441.5,1.0,2,98539,0,STRIP MALL,98539.0,NONRESIDENTIAL,NORTH,OTHER,47,0,1,1
6361236.5,1.0,6,86483,0,OFFICE,86483.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,35,0,1,0
1124543.125,1.0,1,51600,0,DISTRIBUTION CENTER,34400.0,NONRESIDENTIAL,DELRIDGE,DISTRIBUTION CENTER,40,0,1,1
2225512.0,1.0,1,140520,0,NON-REFRIGERATED WAREHOUSE,140520.0,NONRESIDENTIAL,DELRIDGE,WAREHOUSE,48,0,1,1
4636396.5,1.0,5,154029,62380,OFFICE,91645.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,30,0,1,1
6963616.5,1.0,3,161789,91935,PARKING,91935.0,NONRESIDENTIAL,NORTHWEST,OTHER,11,0,1,1
4765753.5,1.0,3,63909,0,MEDICAL OFFICE,60670.0,NONRESIDENTIAL,NORTHWEST,MEDICAL OFFICE,11,0,1,0
971155.625,1.0,2,53472,0,NON-REFRIGERATED WAREHOUSE,46846.0,NONRESIDENTIAL,NORTHWEST,WAREHOUSE,68,0,1,1
1847401.0,1.0,1,50417,0,NON-REFRIGERATED WAREHOUSE,50417.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,36,0,1,1
11508035.0,1.0,1,43728,0,RESTAURANT,43728.0,NONRESIDENTIAL,DOWNTOWN,RESTAURANT,116,0,0,1
15640994.0,1.0,3,133298,0,MEDICAL OFFICE,133298.0,NONRESIDENTIAL,NORTHWEST,MEDICAL OFFICE,55,0,1,1
6455828.5,1.0,2,168619,0,RETAIL STORE,173106.0,NONRESIDENTIAL,NORTH,RETAIL STORE,51,0,1,1
47102428.0,1.0,5,251827,113318,PARKING,113318.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,14,0,1,1
6486377.5,1.0,4,175885,71385,OFFICE,103970.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,16,0,1,0
1028376.875,1.0,2,104786,0,NON-REFRIGERATED WAREHOUSE,104786.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,47,0,1,1
1770027.5,1.0,1,53040,41600,OTHER,51427.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,16,0,1,1
2339814.25,1.0,1,110689,0,OTHER,110689.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,43,0,1,1
2058955.25,1.0,1,53620,0,OFFICE,53620.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,68,0,1,1
3202213.0,1.0,1,50008,0,OFFICE,50008.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,78,0,1,1
6657348.5,1.0,4,291176,100176,OFFICE,194674.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,7,0,1,1
2551022.25,1.0,1,50832,0,NON-REFRIGERATED WAREHOUSE,43920.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,59,0,1,1
2843033.5,1.0,1,76354,0,REFRIGERATED WAREHOUSE,76486.0,NONRESIDENTIAL,GREATER DUWAMISH,REFRIGERATED WAREHOUSE,45,0,1,1
2831565.5,1.0,1,98480,0,NON-REFRIGERATED WAREHOUSE,98480.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,60,0,1,1
3441643.25,1.0,2,53002,0,RETAIL STORE,31602.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,112,0,1,1
22530168.0,1.0,3,175918,51218,OFFICE,66737.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,8,0,1,1
19155416.0,1.0,3,169785,63782,OTHER,106003.0,NONRESIDENTIAL,LAKE UNION,OTHER,96,0,1,1
13898181.0,1.0,11,124721,0,OFFICE,107594.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,45,0,1,1
5662234.0,1.0,7,94002,0,OFFICE,93905.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,46,0,1,0
1252323.875,1.0,1,93020,0,NON-REFRIGERATED WAREHOUSE,93020.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,42,0,1,0
711118.375,1.0,1,23000,0,OTHER,20310.0,NONRESIDENTIAL,DOWNTOWN,OTHER,70,0,1,1
13133225.0,1.0,1,61053,0,SUPERMARKET/GROCERY STORE,54434.0,NONRESIDENTIAL,SOUTHEAST,SUPERMARKET / GROCERY STORE,14,0,1,1
2830674.75,1.0,5,78920,0,OFFICE,78564.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,112,0,1,0
6606832.5,1.0,7,99440,0,OFFICE,65088.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,110,0,1,1
2853189.5,1.0,6,73260,0,OFFICE,63871.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,109,0,1,0
2178074.5,1.0,4,69817,0,OFFICE,34647.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,1,1,1
2094724.625,1.0,4,84750,0,OFFICE,41609.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1
3570161.75,1.0,6,75496,13320,OFFICE,45799.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,0
7655751.0,1.0,4,164380,0,OFFICE,123607.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,116,1,1,1
4336187.5,1.0,7,160580,0,OFFICE,160580.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,109,1,1,1
3212269.0,1.0,6,73470,0,OFFICE,47145.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,107,0,1,0
1904480.0,1.0,3,67755,0,OTHER,33647.0,NONRESIDENTIAL COS,DOWNTOWN,OTHER,110,0,1,0
2371575.0,1.0,3,56700,0,OFFICE,26250.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,106,0,1,1
2153603.5,1.0,1,82852,0,NON-REFRIGERATED WAREHOUSE,58472.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,94,0,1,1
3978277.0,1.0,2,76442,0,OTHER,50500.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,63,0,1,1
3155496.0,1.0,2,92792,0,DISTRIBUTION CENTER,85343.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,54,0,1,1
2244317.0,2.0,2,125519,0,MANUFACTURING/INDUSTRIAL PLANT,142901.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,75,0,1,0
4374646.0,1.0,4,129000,25800,OFFICE,104869.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,116,0,1,0
861972.875,1.0,1,78814,0,NON-REFRIGERATED WAREHOUSE,78814.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,62,0,1,1
1776411.75,1.0,4,58970,0,OFFICE,39870.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,112,0,1,1
2688675.75,1.0,6,75600,10800,DISTRIBUTION CENTER,51040.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,106,0,1,0
1056782.125,1.0,4,56270,0,DISTRIBUTION CENTER,39884.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,109,0,1,0
5608600.5,1.0,4,66842,0,OFFICE,43122.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,112,0,1,1
2891605.0,1.0,6,75288,10800,OFFICE,65508.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,107,0,1,1
9722890.0,1.0,7,184322,0,OFFICE,183916.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,112,0,1,0
25567108.0,1.0,7,287853,0,OFFICE,273812.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,7,0,1,1
5968153.5,1.0,2,64512,0,OFFICE,63000.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,102,0,1,1
63835192.0,1.0,6,286000,111774,PARKING,111774.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,7,0,1,1
3929371.0,1.0,7,144050,0,NON-REFRIGERATED WAREHOUSE,144050.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,90,0,1,1
5049446.5,1.0,3,60592,0,OFFICE,60384.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,86,0,1,1
74130576.0,1.0,6,1380959,0,OFFICE,1000730.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,104,0,1,1
7221482.5,1.0,1,107930,0,RETAIL STORE,107704.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,23,0,1,1
1618110.375,1.0,1,99084,0,NON-REFRIGERATED WAREHOUSE,99084.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,90,0,1,1
2581741.75,1.0,1,72719,0,DISTRIBUTION CENTER,72719.0,NONRESIDENTIAL,DELRIDGE,DISTRIBUTION CENTER,63,0,1,1
2773647.5,1.0,4,76624,0,OFFICE,76624.0,NONRESIDENTIAL,EAST,SMALL- AND MID-SIZED OFFICE,86,0,1,1
8570571.0,1.0,6,91706,36583,OFFICE,53281.0,NONRESIDENTIAL,NORTHEAST,SMALL- AND MID-SIZED OFFICE,15,0,1,0
19248732.0,1.0,5,129093,39902,MEDICAL OFFICE,89131.0,NONRESIDENTIAL,LAKE UNION,MEDICAL OFFICE,8,0,1,1
8381834.5,1.0,5,138106,16221,OFFICE,119083.0,NONRESIDENTIAL,DELRIDGE,LARGE OFFICE,25,0,1,0
2409429.0,1.0,1,56572,0,RETAIL STORE,56576.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,43,0,1,1
20560622.0,1.0,0,225982,0,MEDICAL OFFICE,200184.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,12,1,1,0
39403320.0,1.0,0,516407,0,PARKING,385196.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,10,0,1,1
25747022.0,1.0,11,312512,0,OFFICE,303312.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,16,0,1,1
56498868.0,1.0,42,1592914,0,OFFICE,914832.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,11,1,1,1
2478025.25,1.0,6,97720,0,OFFICE,51881.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,90,0,1,0
17254810.0,1.0,10,422503,206580,MEDICAL OFFICE,197408.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,31,1,1,0
5792926.0,1.0,7,94500,0,MEDICAL OFFICE,113739.0,NONRESIDENTIAL,CENTRAL,MEDICAL OFFICE,29,0,1,0
5417598.0,1.0,1,94713,0,RETAIL STORE,109758.0,NONRESIDENTIAL,DELRIDGE,RETAIL STORE,11,0,1,1
14751117.0,1.0,9,302902,101342,MEDICAL OFFICE,201365.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,8,0,1,1
15067340.0,1.0,19,319911,156407,MEDICAL OFFICE,170727.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,43,1,1,0
8138616.5,1.0,6,205521,0,OFFICE,114919.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,116,1,1,1
3065954.5,1.0,6,56700,0,OFFICE,46000.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,0
2729167.75,1.0,4,72000,0,OFFICE,72000.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,91,0,1,1
5101504.5,1.0,4,191146,94892,OFFICE,103000.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,16,0,1,0
9029489.0,1.0,3,68763,11527,OTHER - RECREATION,50000.0,NONRESIDENTIAL,DELRIDGE,OTHER,15,0,1,1
20725996.0,3.0,1,102133,0,STRIP MALL,107427.0,NONRESIDENTIAL,SOUTHEAST,OTHER,22,0,1,1
15725581.0,1.0,14,362046,0,OFFICE,232443.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,8,0,1,1
13085297.0,3.0,2,81336,0,LIFESTYLE CENTER,81385.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,22,0,1,1
16020642.0,1.0,23,538933,0,OFFICE,366554.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,15,0,1,0
5233553.5,1.0,6,275982,197130,PARKING,197040.0,NONRESIDENTIAL,DOWNTOWN,OTHER,33,0,1,0
4391348.0,1.0,5,98668,0,OFFICE,98668.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,34,0,1,0
8751704.0,1.0,1,158931,28381,OFFICE,80157.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,9,0,1,1
22078064.0,1.0,1,105100,0,OFFICE,105100.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,38,0,1,1
2661488.0,1.0,1,50660,0,RETAIL STORE,50660.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,RETAIL STORE,38,0,1,1
2203026.5,1.0,2,61929,0,OFFICE,39879.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,79,0,1,1
25478086.0,1.0,4,165111,55000,OFFICE,104667.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,16,0,1,0
802312.5,1.0,3,20565,0,OFFICE,20565.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,91,0,1,0
7857972.5,1.0,5,159937,55971,OFFICE,106449.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,16,0,1,0
14856199.0,1.0,5,183964,46763,OFFICE,133451.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,8,0,1,0
5514308.5,1.0,5,208210,78848,OFFICE,109978.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,30,0,1,1
12729858.0,1.0,7,277486,80283,OFFICE,178625.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,30,0,1,0
10053489.0,1.0,3,187130,0,OFFICE,171783.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,23,0,1,0
17186624.0,1.0,5,251044,117867,OFFICE,126218.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,16,0,1,0
1262235.25,1.0,5,154330,0,NON-REFRIGERATED WAREHOUSE,95330.0,NONRESIDENTIAL,DOWNTOWN,WAREHOUSE,104,0,1,0
4515180.5,1.0,6,108245,14690,OFFICE,64055.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,98,1,1,0
6797647.0,1.0,6,167860,0,OFFICE,110370.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,111,0,1,0
4946798.5,1.0,6,112560,0,OFFICE,80400.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,106,0,1,1
3241917.0,1.0,6,86204,0,OTHER,67670.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,106,0,1,1
8384523.0,1.0,2,145158,0,NON-REFRIGERATED WAREHOUSE,101633.0,NONRESIDENTIAL COS,GREATER DUWAMISH,WAREHOUSE,31,0,1,1
10287986.0,1.0,2,112896,0,OFFICE,110746.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,65,0,1,1
1015060.188,1.0,1,110613,0,DISTRIBUTION CENTER,99551.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,56,0,1,0
2417401.25,1.0,4,149881,0,NON-REFRIGERATED WAREHOUSE,119593.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,65,0,1,1
6468090.0,1.0,3,98220,0,NON-REFRIGERATED WAREHOUSE,129420.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,65,0,1,1
2848317.25,1.0,1,84420,0,DISTRIBUTION CENTER,44300.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,46,0,1,0
5197118.0,1.0,1,73335,0,DISTRIBUTION CENTER,73335.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,55,0,1,1
1791715.625,1.0,2,56876,0,DISTRIBUTION CENTER,48400.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,88,0,1,1
4912143.0,1.0,2,61200,0,NON-REFRIGERATED WAREHOUSE,61200.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,85,0,1,1
1555420.25,1.0,1,111908,0,DISTRIBUTION CENTER,109090.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,29,0,1,1
6858533.5,3.0,2,63644,0,OTHER - PUBLIC SERVICES,65700.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,30,0,1,1
3639670.25,3.0,2,108753,18860,NON-REFRIGERATED WAREHOUSE,58605.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,86,0,1,0
16865978.0,1.0,1,141890,35545,SUPERMARKET/GROCERY STORE,168735.0,NONRESIDENTIAL,NORTHWEST,SUPERMARKET / GROCERY STORE,46,0,1,1
4817062.0,1.0,4,92092,21055,OFFICE,70074.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,15,0,1,0
2346571.5,1.0,3,56259,0,NON-REFRIGERATED WAREHOUSE,31582.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,42,0,1,1
25631512.0,1.0,6,143439,0,OTHER,119570.0,NONRESIDENTIAL,NORTHEAST,OTHER,10,0,1,1
8873485.0,1.0,4,202623,88855,OFFICE,105206.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,8,0,1,0
5481549.0,1.0,2,77174,25800,OFFICE,77174.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,16,0,1,0
6859198.0,1.0,5,110524,0,OFFICE,98781.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,18,0,1,0
21042926.0,1.0,5,287224,103650,PARKING,97500.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,8,0,1,1
36436388.0,1.0,4,115748,18382,LABORATORY,97365.0,NONRESIDENTIAL,LAKE UNION,LABORATORY,17,0,1,1
8655604.0,1.0,7,241875,84689,OFFICE,163082.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,16,0,1,1
4750799.0,1.0,5,102930,18720,OFFICE,89075.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,42,0,1,1
12029600.0,1.0,3,76893,0,OFFICE,90345.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,114,0,1,1
9343428.0,1.0,8,150000,23630,OFFICE,126648.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,41,0,1,1
16540550.0,1.0,7,274362,0,OFFICE,274362.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,63,0,1,1
17750994.0,1.0,15,378002,116280,OFFICE,270237.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,33,0,1,1
11480494.0,1.0,11,169020,0,OFFICE,156414.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,53,1,1,1
274682208.0,1.0,33,429405,0,DATA CENTER,218997.0,NONRESIDENTIAL,DOWNTOWN,OTHER,35,0,1,1
92937640.0,1.0,76,1952220,319400,OFFICE,1680937.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,31,0,1,1
15878689.0,1.0,19,383515,89778,OFFICE,312442.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,35,0,1,0
22104512.0,1.0,18,363934,28870,MEDICAL OFFICE,281598.0,NONRESIDENTIAL,DOWNTOWN,MEDICAL OFFICE,91,1,1,1
8303666.5,1.0,4,78920,0,RETAIL STORE,78920.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,87,0,1,1
5177270.5,1.0,7,131143,87160,OFFICE,120248.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,37,0,1,1
46510960.0,1.0,0,947987,0,OTHER - MALL,561684.0,NONRESIDENTIAL,DOWNTOWN,OTHER,17,0,1,0
3686962.25,1.0,4,55520,0,OFFICE,17120.0,NONRESIDENTIAL,EAST,MIXED USE PROPERTY,108,0,1,1
3775187.5,1.0,10,132998,0,OFFICE,138257.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,108,1,1,0
2443141.5,1.0,3,83118,0,RETAIL STORE,45000.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,76,0,1,1
7802205.5,1.0,3,77555,0,RETAIL STORE,73563.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,92,0,1,1
2886141.5,1.0,6,51218,0,OFFICE,44913.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,107,0,1,0
36378588.0,1.0,29,489182,0,OFFICE,371450.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,46,0,1,1
16246106.0,1.0,27,216571,13320,OFFICE,182604.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,87,1,1,1
19036416.0,1.0,13,189175,0,OFFICE,151740.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,95,0,1,0
17074142.0,1.0,13,293803,74481,OFFICE,145491.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,18,0,1,0
4585070.5,1.0,7,122356,0,OFFICE,95942.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,106,0,1,1
1968655.125,1.0,3,52298,0,OFFICE,50250.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,95,0,1,0
6758565.5,1.0,17,116640,0,OFFICE,82053.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,105,1,1,0
37980712.0,1.0,42,1249055,201121,OFFICE,983697.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,35,0,1,0
8523594.0,1.0,5,188339,99314,MEDICAL OFFICE,81873.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,28,0,1,1
690529.5,1.0,2,60122,0,COLLEGE/UNIVERSITY,60122.0,NONRESIDENTIAL,CENTRAL,UNIVERSITY,100,0,1,1
4052720.0,1.0,6,95000,13700,OFFICE,84481.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,106,0,1,1
15272491.0,1.0,9,224857,0,OFFICE,204993.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,45,1,1,0
13568148.0,1.0,8,446261,124788,OFFICE,343400.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,18,0,1,0
1594422.5,1.0,2,58492,0,OTHER,58500.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,77,0,1,1
4353025.0,1.0,6,62370,0,OFFICE,49473.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,109,0,1,0
